Method,Stage,Eval Day,Eval Split,Seen Classes,True New Classes,Discovered Clusters,Enrolled Clusters,Eval Samples,Overall Acc,Old Acc,New Acc,Initial Known Acc,Forgetting Rate,Macro F1
Ft-CNN,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5095238095238095,0.5095238095238095,,0.5095238095238095,0.0,0.39969218502487547
LwF,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5095238095238095,0.5095238095238095,,0.5095238095238095,0.0,0.39969218502487547
EEIL,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5095238095238095,0.5095238095238095,,0.5095238095238095,0.0,0.39969218502487547
iCaRL,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.569047619047619,0.569047619047619,,0.569047619047619,0.0,0.5554837968216504
TPCIL-style,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.569047619047619,0.569047619047619,,0.569047619047619,0.0,0.5526716726173884
DOI-style,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.569047619047619,0.569047619047619,,0.569047619047619,0.0,0.5554837968216504
Ft-CNN,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.3825396825396825,0.45,0.24761904761904763,0.45,0.05952380952380948,0.2968667427341565
LwF,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.36984126984126986,0.4523809523809524,0.20476190476190476,0.4523809523809524,0.057142857142857106,0.27269937715777204
iCaRL,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.42063492063492064,0.5047619047619047,0.2523809523809524,0.5047619047619047,0.06428571428571428,0.4190919900898609
EEIL,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.38412698412698415,0.40714285714285714,0.3380952380952381,0.40714285714285714,0.10238095238095235,0.31015948120728887
TPCIL-style,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.4365079365079365,0.55,0.20952380952380953,0.55,0.01904761904761898,0.4303934924236505
DOI-style,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.4031746031746032,0.4880952380952381,0.23333333333333334,0.4880952380952381,0.08095238095238094,0.4022788593746817
Ft-CNN,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.23214285714285715,0.26825396825396824,0.12380952380952381,0.4023809523809524,0.1071428571428571,0.16232629406958718
LwF,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.2857142857142857,0.26666666666666666,0.34285714285714286,0.4,0.10952380952380947,0.1804084976071222
iCaRL,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.3595238095238095,0.39206349206349206,0.2619047619047619,0.5190476190476191,0.04999999999999993,0.34634555371163145
EEIL,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.2571428571428571,0.2777777777777778,0.19523809523809524,0.40714285714285714,0.10238095238095235,0.1868044580737847
TPCIL-style,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.3630952380952381,0.4015873015873016,0.24761904761904763,0.5380952380952381,0.030952380952380953,0.3473536313946952
DOI-style,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.3535714285714286,0.4142857142857143,0.17142857142857143,0.5166666666666667,0.052380952380952306,0.33848196347939263
Ft-CNN,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.18476190476190477,0.1773809523809524,0.21428571428571427,0.3547619047619048,0.1547619047619047,0.11673381334233261
LwF,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.21523809523809523,0.1773809523809524,0.36666666666666664,0.3547619047619048,0.1547619047619047,0.12913768268206577
iCaRL,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.2923809523809524,0.32261904761904764,0.17142857142857143,0.44285714285714284,0.1261904761904762,0.2760598776035976
EEIL,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.24476190476190476,0.21428571428571427,0.36666666666666664,0.4166666666666667,0.0928571428571428,0.1609944881630432
TPCIL-style,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.2742857142857143,0.29523809523809524,0.19047619047619047,0.4238095238095238,0.14523809523809522,0.25761702686223553
DOI-style,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.29904761904761906,0.325,0.19523809523809524,0.44047619047619047,0.12857142857142856,0.28672314833570345
