dim1,dim2,operational_label,is_current_round
1.965793228149414062e+01,-5.821812820434570312e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.055355644226074219e+01,-5.391016769409179688e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.216000366210937500e+01,-5.807269287109375000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.958378601074218750e+01,-5.842753219604492188e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.596894645690917969e+01,-6.191830444335937500e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.879781150817871094e+01,-5.573808670043945312e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.912072753906250000e+01,-6.094460678100585938e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.416973876953125000e+01,-6.403438568115234375e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.143161773681640625e+01,-6.403672027587890625e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.591356849670410156e+01,-5.746216201782226562e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.870118904113769531e+01,-5.591953277587890625e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.291083526611328125e+01,-5.992521667480468750e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.056564903259277344e+01,-5.402242279052734375e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.442191123962402344e+01,-6.146711730957031250e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.866621208190917969e+01,-6.161706161499023438e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.132437515258789062e+01,-6.180298614501953125e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.429050827026367188e+01,-6.397669219970703125e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.238455581665039062e+01,-6.744650268554687500e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.371844863891601562e+01,-6.374372863769531250e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.344863128662109375e+01,-6.375719833374023438e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.162618064880371094e+01,-6.104512405395507812e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.173586654663085938e+01,-6.613107299804687500e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.875761222839355469e+01,-6.294949722290039062e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.263969421386718750e+01,-5.714162826538085938e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.517706108093261719e+01,-6.024616241455078125e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.195417022705078125e+01,-6.312229156494140625e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.013143539428710938e+01,-6.717645263671875000e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.898227310180664062e+01,-6.371575927734375000e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.065245437622070312e+01,-6.621874237060546875e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.170481491088867188e+01,-6.676208496093750000e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.171763801574707031e+01,-5.674520111083984375e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.125455856323242188e+01,-6.137024688720703125e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.342552947998046875e+01,-6.656272125244140625e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.580951309204101562e+01,-5.675242233276367188e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.197991180419921875e+01,-5.968842315673828125e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.075681495666503906e+01,-5.432868957519531250e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.141231155395507812e+01,-5.648062515258789062e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.792931556701660156e+01,-5.984699630737304688e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.346119308471679688e+01,-5.514179611206054688e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.976834487915039062e+01,-6.662164306640625000e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.003782272338867188e+01,-6.778422546386718750e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.209543800354003906e+01,-6.216771697998046875e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.104227256774902344e+01,-5.548757553100585938e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.147369575500488281e+01,-6.528514862060546875e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.061862945556640625e+01,-6.567008209228515625e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.882680702209472656e+01,-6.337741470336914062e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.180456352233886719e+01,-6.302984237670898438e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.111272048950195312e+01,-6.746694183349609375e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.898081398010253906e+01,-5.585634994506835938e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.170817184448242188e+01,-6.708937835693359375e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.433625793457031250e+01,-6.377622985839843750e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.397134017944335938e+01,-6.372840118408203125e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.930024147033691406e+01,-6.032532119750976562e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.341467475891113281e+01,-5.825209045410156250e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.134411239624023438e+01,-6.680941009521484375e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.154503440856933594e+01,-6.124959182739257812e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.943347358703613281e+01,-5.994183731079101562e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.421414566040039062e+01,-6.197272109985351562e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.014071846008300781e+01,-5.708193588256835938e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.934896469116210938e+01,-5.644326019287109375e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.590785026550292969e+01,-5.729809951782226562e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.891982841491699219e+01,-6.310427856445312500e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.232181167602539062e+01,-6.264063644409179688e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.534984588623046875e+01,-6.034099197387695312e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.057568931579589844e+01,-6.762674713134765625e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.036613082885742188e+01,-5.653095626831054688e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.960583496093750000e+01,-5.851499557495117188e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.701638221740722656e+01,-5.701097488403320312e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.343954086303710938e+01,-6.538058471679687500e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.165473556518554688e+01,-5.911496734619140625e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.410411834716796875e+01,-6.513452148437500000e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.388444137573242188e+01,-6.613003540039062500e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.513698387145996094e+01,-6.177742004394531250e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.862788391113281250e+01,-6.508743286132812500e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.290321731567382812e+01,-5.883699798583984375e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.852760887145996094e+01,-5.515889358520507812e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.439515304565429688e+01,-5.586685943603515625e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.145765113830566406e+01,-5.855439376831054688e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.142684364318847656e+01,-6.734095001220703125e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.194448280334472656e+01,-6.769423675537109375e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.245511627197265625e+01,-5.611037063598632812e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.819575881958007812e+01,-6.089472198486328125e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.869971275329589844e+01,-5.586692047119140625e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.220599746704101562e+01,-6.075394058227539062e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.403757858276367188e+01,-6.365064620971679688e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.732568740844726562e+01,-5.723299789428710938e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.048273658752441406e+01,-5.976196670532226562e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.419891166687011719e+01,-5.881831741333007812e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.210750961303710938e+01,-6.778695678710937500e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.953951454162597656e+01,-6.644226837158203125e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.018367576599121094e+01,-6.669079589843750000e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.368584251403808594e+01,-6.144131469726562500e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.477408218383789062e+01,-5.705355453491210938e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.872126007080078125e+01,-6.180016326904296875e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.887448501586914062e+01,-5.581407928466796875e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.970325660705566406e+01,-5.952437210083007812e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.719366836547851562e+01,-6.174145126342773438e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.881728744506835938e+01,-5.610516357421875000e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.189294815063476562e+01,-5.960379409790039062e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.178963279724121094e+01,-5.622571563720703125e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.362148666381835938e+01,-5.713271331787109375e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.125314331054687500e+01,-5.916612625122070312e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.677483177185058594e+01,-5.584982299804687500e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.415284347534179688e+01,-6.191463470458984375e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.465209007263183594e+01,-5.644603347778320312e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.157116127014160156e+01,-6.420339202880859375e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.116620445251464844e+01,-6.261430740356445312e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.297531127929687500e+01,-5.938608169555664062e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.048054504394531250e+01,-5.709460067749023438e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.279866409301757812e+01,-6.727484893798828125e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.262573432922363281e+01,-5.575230789184570312e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.911011695861816406e+01,-6.080369567871093750e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.081664848327636719e+01,-5.687474822998046875e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.159927558898925781e+01,-6.449588012695312500e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.378865814208984375e+01,-6.425930023193359375e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.878546524047851562e+01,-6.275062561035156250e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.958648490905761719e+01,-6.373989868164062500e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.970970726013183594e+01,-6.073992156982421875e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.201968383789062500e+01,-6.441250610351562500e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.100221633911132812e+01,-5.621911239624023438e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.904464530944824219e+01,-5.928850936889648438e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.444207000732421875e+01,-6.503323364257812500e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.494725990295410156e+01,-5.998435211181640625e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.840021896362304688e+01,-6.142224502563476562e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.179007720947265625e+01,-6.772988891601562500e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.200699996948242188e+01,-6.107764434814453125e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.182596969604492188e+01,-5.731792449951171875e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.515371513366699219e+01,-5.749832153320312500e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.864366531372070312e+01,-5.503906631469726562e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.879086112976074219e+01,-5.539105606079101562e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.349882125854492188e+01,-6.488731384277343750e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.910267639160156250e+01,-5.594186782836914062e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.248407936096191406e+01,-6.212961959838867188e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.257543945312500000e+01,-5.780939483642578125e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.366814804077148438e+01,-6.167723083496093750e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.274244689941406250e+01,-5.567027282714843750e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.854230690002441406e+01,-6.351259613037109375e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.399964904785156250e+01,-5.931867218017578125e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.311521148681640625e+01,-6.686711883544921875e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.105976104736328125e+01,-6.112763977050781250e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.319554138183593750e+01,-6.331327056884765625e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.961824226379394531e+01,-6.702919006347656250e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.462501144409179688e+01,-5.810826873779296875e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.376347923278808594e+01,-5.786044311523437500e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.058473968505859375e+01,-6.092412948608398438e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.165875434875488281e+01,-6.524160003662109375e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.246449470520019531e+01,-5.781255340576171875e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.687021255493164062e+01,-6.191000366210937500e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.257143783569335938e+01,-6.625061035156250000e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.394725990295410156e+01,-5.909510421752929688e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.087444686889648438e+01,-6.727988433837890625e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.891905212402343750e+01,-6.075704956054687500e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.906378555297851562e+01,-5.576182556152343750e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.337312698364257812e+01,-6.670095062255859375e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.156464767456054688e+01,-6.282597732543945312e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.464023971557617188e+01,-6.186961746215820312e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.415187263488769531e+01,-5.554354858398437500e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.179350662231445312e+01,-5.955475997924804688e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.231692504882812500e+01,-6.520900726318359375e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.920372772216796875e+01,-6.347027206420898438e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.489412879943847656e+01,-5.538733673095703125e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.381456375122070312e+01,-6.361419677734375000e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.219426727294921875e+01,-5.717342758178710938e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.578349113464355469e+01,-5.539378356933593750e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.543630027770996094e+01,-5.745608901977539062e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.129031372070312500e+01,-5.718912506103515625e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.294728088378906250e+01,-6.238620758056640625e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.095432853698730469e+01,-5.452462768554687500e+01,0.000000000000000000e+00,0.000000000000000000e+00
