Method,Stage,Eval Day,Eval Split,Seen Classes,True New Classes,Discovered Clusters,Enrolled Clusters,Eval Samples,Overall Acc,Old Acc,New Acc,Initial Known Acc,Forgetting Rate,Macro F1
Ft-CNN,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5095238095238095,0.5095238095238095,,0.5095238095238095,0.0,0.39969218502487547
LwF,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5095238095238095,0.5095238095238095,,0.5095238095238095,0.0,0.39969218502487547
EEIL,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5095238095238095,0.5095238095238095,,0.5095238095238095,0.0,0.39969218502487547
iCaRL,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.569047619047619,0.569047619047619,,0.569047619047619,0.0,0.5554837968216504
TPCIL-style,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.569047619047619,0.569047619047619,,0.569047619047619,0.0,0.5526716726173884
DOI-style,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.569047619047619,0.569047619047619,,0.569047619047619,0.0,0.5554837968216504
Ft-CNN,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.346031746031746,0.45476190476190476,0.12857142857142856,0.45476190476190476,0.054761904761904734,0.26981441836614267
LwF,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.3492063492063492,0.45,0.14761904761904762,0.45,0.05952380952380948,0.27769458842224387
iCaRL,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.42063492063492064,0.5095238095238095,0.24285714285714285,0.5095238095238095,0.059523809523809534,0.4178214023631915
EEIL,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.3873015873015873,0.45714285714285713,0.24761904761904763,0.45714285714285713,0.05238095238095236,0.3177952342271542
TPCIL-style,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.4380952380952381,0.5571428571428572,0.2,0.5571428571428572,0.011904761904761862,0.43005949355800177
DOI-style,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.40634920634920635,0.49047619047619045,0.23809523809523808,0.49047619047619045,0.07857142857142857,0.405311137539509
Ft-CNN,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.24761904761904763,0.26666666666666666,0.19047619047619047,0.4,0.10952380952380947,0.16638545557110135
LwF,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.24166666666666667,0.2761904761904762,0.1380952380952381,0.4142857142857143,0.09523809523809518,0.1720182116859583
iCaRL,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.35833333333333334,0.4,0.23333333333333334,0.5214285714285715,0.04761904761904756,0.3470716656192635
EEIL,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.30238095238095236,0.2857142857142857,0.3523809523809524,0.42857142857142855,0.08095238095238094,0.22741953024948908
TPCIL-style,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.37142857142857144,0.4158730158730159,0.23809523809523808,0.5452380952380952,0.023809523809523836,0.35580243151717555
DOI-style,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.3535714285714286,0.42063492063492064,0.1523809523809524,0.5166666666666667,0.052380952380952306,0.33958663503489245
Ft-CNN,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.20476190476190476,0.17976190476190476,0.3047619047619048,0.35714285714285715,0.15238095238095234,0.1241144318436564
LwF,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.21904761904761905,0.18095238095238095,0.37142857142857144,0.35714285714285715,0.15238095238095234,0.13340566962719796
iCaRL,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.29428571428571426,0.31785714285714284,0.2,0.4380952380952381,0.13095238095238093,0.27929194989377537
EEIL,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.2276190476190476,0.2154761904761905,0.2761904761904762,0.4166666666666667,0.0928571428571428,0.15740191994119684
TPCIL-style,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.28095238095238095,0.29642857142857143,0.21904761904761905,0.41904761904761906,0.14999999999999997,0.26470303185209204
DOI-style,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.2914285714285714,0.3142857142857143,0.2,0.44047619047619047,0.12857142857142856,0.28054976640190415
