dim1,dim2,true_label,operational_label
3.461110687255859375e+01,-5.999523639678955078e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.119950103759765625e+01,-1.063243675231933594e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.913263893127441406e+01,-1.707409286499023438e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.566880607604980469e+01,-1.766340637207031250e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.989823150634765625e+01,-1.642960166931152344e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.915937614440917969e+01,-1.604244232177734375e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.145031929016113281e+01,-1.645857048034667969e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.530969142913818359e+01,-1.589302825927734375e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.738897323608398438e+01,-1.582004547119140625e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.789143562316894531e+01,-1.453523635864257812e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.534082221984863281e+01,-1.773462677001953125e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.313270568847656250e+01,-7.120503425598144531e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.328140640258789062e+01,-6.827633857727050781e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.974400329589843750e+01,-1.558787155151367188e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.506918716430664062e+01,-1.901163864135742188e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.264318466186523438e+01,-6.856867313385009766e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.361093139648437500e+01,-1.140830707550048828e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.686931991577148438e+01,-1.547915458679199219e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.977287101745605469e+01,-1.403091049194335938e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.278318405151367188e+01,-7.567851066589355469e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.058304405212402344e+01,-1.174187374114990234e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.459531784057617188e+01,-1.915244674682617188e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.309489250183105469e+01,-1.735226058959960938e+01,0.000000000000000000e+00,0.000000000000000000e+00
