Method,Stage,Eval Day,Eval Split,Seen Classes,True New Classes,Discovered Clusters,Enrolled Clusters,Eval Samples,Overall Acc,Old Acc,New Acc,Initial Known Acc,Forgetting Rate,Macro F1
Ft-CNN,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.45714285714285713,0.45714285714285713,,0.45714285714285713,0.0,0.39438000773992143
LwF,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.45714285714285713,0.45714285714285713,,0.45714285714285713,0.0,0.39438000773992143
EEIL,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.45714285714285713,0.45714285714285713,,0.45714285714285713,0.0,0.39438000773992143
iCaRL,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5642857142857143,0.5642857142857143,,0.5642857142857143,0.0,0.5513738398203716
TPCIL-style,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5738095238095238,0.5738095238095238,,0.5738095238095238,0.0,0.5624528860858694
DOI-style,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5642857142857143,0.5642857142857143,,0.5642857142857143,0.0,0.5513738398203716
Ft-CNN,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.3476190476190476,0.4023809523809524,0.23809523809523808,0.4023809523809524,0.054761904761904734,0.2621025738379799
LwF,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.353968253968254,0.5142857142857142,0.03333333333333333,0.5142857142857142,-0.057142857142857106,0.2631775430480234
iCaRL,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.42063492063492064,0.5,0.2619047619047619,0.5,0.06428571428571428,0.4191149832933386
EEIL,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.2841269841269841,0.319047619047619,0.21428571428571427,0.319047619047619,0.1380952380952381,0.23417808969242912
TPCIL-style,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.4396825396825397,0.55,0.21904761904761905,0.55,0.023809523809523725,0.4343068352940893
DOI-style,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.3952380952380952,0.4857142857142857,0.21428571428571427,0.4857142857142857,0.07857142857142857,0.3928002469502336
Ft-CNN,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.2523809523809524,0.2698412698412698,0.2,0.3976190476190476,0.059523809523809534,0.20739043140848548
LwF,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.275,0.2857142857142857,0.24285714285714285,0.42857142857142855,0.02857142857142858,0.22414799526739712
iCaRL,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.37142857142857144,0.4031746031746032,0.2761904761904762,0.5214285714285715,0.042857142857142816,0.3574572709706641
EEIL,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.2857142857142857,0.2761904761904762,0.3142857142857143,0.4095238095238095,0.047619047619047616,0.23659687071745986
TPCIL-style,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.38333333333333336,0.41904761904761906,0.2761904761904762,0.5476190476190477,0.026190476190476097,0.36555167497025387
DOI-style,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.35119047619047616,0.4095238095238095,0.1761904761904762,0.5095238095238095,0.05476190476190479,0.3399542230835456
Ft-CNN,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.19047619047619047,0.16785714285714284,0.28095238095238095,0.32857142857142857,0.12857142857142856,0.13196687718072114
LwF,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.20666666666666667,0.16071428571428573,0.3904761904761905,0.319047619047619,0.1380952380952381,0.13022693270284988
iCaRL,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.30095238095238097,0.32976190476190476,0.18571428571428572,0.44761904761904764,0.11666666666666664,0.28446691108661715
EEIL,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.23714285714285716,0.22380952380952382,0.2904761904761905,0.4095238095238095,0.047619047619047616,0.18475354929413132
TPCIL-style,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.28476190476190477,0.30357142857142855,0.20952380952380953,0.430952380952381,0.1428571428571428,0.2682061710890813
DOI-style,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.2980952380952381,0.3261904761904762,0.18571428571428572,0.44761904761904764,0.11666666666666664,0.2857402857682233
