dim1,dim2,true_label,operational_label
1.352744579315185547e+01,-6.299063682556152344e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.301233577728271484e+01,-6.486214637756347656e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.388806056976318359e+01,-6.061295032501220703e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.359612751007080078e+01,-6.257804870605468750e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.975576019287109375e+01,-8.022920042276382446e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.302575874328613281e+01,-6.477807521820068359e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.998017692565917969e+01,1.003465354442596436e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.256959342956542969e+01,1.350659132003784180e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.178764152526855469e+01,1.140204071998596191e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.935937309265136719e+01,-4.141216576099395752e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.308424854278564453e+01,-6.442416667938232422e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.436294174194335938e+01,-5.687563419342041016e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.350700855255126953e+01,-6.305192947387695312e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.934398651123046875e+01,-4.280524551868438721e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.008622169494628906e+01,1.856546998023986816e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.408170223236083984e+01,-5.910958290100097656e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.262887763977050781e+01,1.381420850753784180e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.190444946289062500e+01,1.203777909278869629e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.258500862121582031e+01,1.352600097656250000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.220226669311523438e+01,1.279816031455993652e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.402901554107666016e+01,-5.954895019531250000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.168929290771484375e+01,1.089059948921203613e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.003450393676757812e+01,1.461505144834518433e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.402869892120361328e+01,-5.954351425170898438e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.936288833618164062e+01,-4.112770855426788330e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.187560462951660156e+01,1.186297774314880371e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.086250305175781250e+01,6.820601224899291992e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.049060821533203125e+01,4.457190632820129395e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.108745002746582031e+01,8.052121400833129883e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.170380210876464844e+01,1.093025684356689453e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.355965614318847656e+01,-6.280221939086914062e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.395725631713867188e+01,-6.009509086608886719e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.207277297973632812e+01,1.248080015182495117e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.918211555480957031e+01,-5.735294222831726074e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.257069015502929688e+01,1.350726604461669922e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300730514526367188e+01,-6.489923954010009766e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.351556682586669922e+01,-6.307601928710937500e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.976664733886718750e+01,-7.103389501571655273e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.406367111206054688e+01,-5.926120758056640625e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.079079818725585938e+01,6.377895474433898926e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.068478584289550781e+01,5.687871575355529785e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.447889614105224609e+01,-5.579639434814453125e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.307856369018554688e+01,-6.445692062377929688e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.167560386657714844e+01,1.082920432090759277e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.118120956420898438e+01,8.555125594139099121e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.010262298583984375e+01,1.985533982515335083e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.196199607849121094e+01,1.224637985229492188e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.122266578674316406e+01,8.767843842506408691e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.301614284515380859e+01,-6.484026908874511719e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.155848693847656250e+01,1.030051589012145996e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.261486625671386719e+01,1.379856109619140625e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.256720542907714844e+01,1.349914073944091797e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.064008522033691406e+01,5.332911014556884766e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.447139835357666016e+01,-5.586562156677246094e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.125991630554199219e+01,8.934549689292907715e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.398117923736572266e+01,-5.992686271667480469e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.078523063659667969e+01,6.343653798103332520e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.921527290344238281e+01,-5.431976318359375000e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.350883960723876953e+01,-6.305844306945800781e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300552558898925781e+01,-6.489575386047363281e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.934678268432617188e+01,-4.254559874534606934e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.012480163574218750e+01,2.132347375154495239e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.906881713867187500e+01,-6.808832287788391113e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.939824867248535156e+01,-3.806985318660736084e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.072236442565917969e+01,5.934249758720397949e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.307305908203125000e+01,-6.446440696716308594e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.355043601989746094e+01,-6.283966064453125000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.979141616821289062e+01,-4.900736734271049500e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.255560302734375000e+01,1.334813237190246582e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.393028736114501953e+01,-6.029942512512207031e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.261442565917968750e+01,1.379328489303588867e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.223602294921875000e+01,1.286876082420349121e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.943663978576660156e+01,-3.485092818737030029e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.999473381042480469e+01,1.148751452565193176e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.421856403350830078e+01,-5.805849075317382812e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.311253929138183594e+01,-6.423111915588378906e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.449633979797363281e+01,-5.562386512756347656e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.384036254882812500e+01,-6.086863994598388672e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.120822334289550781e+01,8.696808218955993652e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.126239776611328125e+01,8.945381045341491699e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.384715747833251953e+01,-6.086711406707763672e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.983682823181152344e+01,-1.044665742665529251e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.302018260955810547e+01,-6.476919174194335938e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.428865242004394531e+01,-5.745719432830810547e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.257571220397949219e+01,1.351885914802551270e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.979974937438964844e+01,-4.202356562018394470e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.190758514404296875e+01,1.205923676490783691e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.910574913024902344e+01,-6.445477604866027832e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.115267372131347656e+01,8.394503593444824219e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.013673019409179688e+01,2.234103530645370483e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.080200386047363281e+01,6.446475386619567871e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.913213348388671875e+01,-6.197735667228698730e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.905804634094238281e+01,-6.927764415740966797e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.012653350830078125e+01,2.160468697547912598e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.300723361968994141e+01,-6.490157604217529297e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.079676437377929688e+01,6.416443586349487305e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.992357063293457031e+01,5.825641378760337830e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.299641609191894531e+01,-6.503778457641601562e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.254551315307617188e+01,1.345732927322387695e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.359651756286621094e+01,-6.259350776672363281e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.430210113525390625e+01,-5.738816738128662109e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.208117103576660156e+01,1.255209803581237793e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.996536064147949219e+01,9.138394892215728760e-02,0.000000000000000000e+00,0.000000000000000000e+00
