Method,Stage,Eval Day,Eval Split,Seen Classes,True New Classes,Discovered Clusters,Enrolled Clusters,Eval Samples,Overall Acc,Old Acc,New Acc,Initial Known Acc,Forgetting Rate,Macro F1
Ft-CNN,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5261904761904762,0.5261904761904762,,0.5261904761904762,0.0,0.4320385814961198
LwF,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5261904761904762,0.5261904761904762,,0.5261904761904762,0.0,0.4320385814961198
EEIL,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5261904761904762,0.5261904761904762,,0.5261904761904762,0.0,0.4320385814961198
iCaRL,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.569047619047619,0.569047619047619,,0.569047619047619,0.0,0.5554837968216504
TPCIL-style,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.569047619047619,0.569047619047619,,0.569047619047619,0.0,0.5526716726173884
DOI-style,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.569047619047619,0.569047619047619,,0.569047619047619,0.0,0.5554837968216504
Ft-CNN,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.3603174603174603,0.4452380952380952,0.19047619047619047,0.4452380952380952,0.080952380952381,0.2745632574975936
LwF,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.35555555555555557,0.4023809523809524,0.2619047619047619,0.4023809523809524,0.12380952380952381,0.2947242012615404
iCaRL,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.4158730158730159,0.5,0.24761904761904763,0.5,0.06904761904761902,0.41365347482290477
EEIL,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.3492063492063492,0.3404761904761905,0.36666666666666664,0.3404761904761905,0.18571428571428572,0.29762102523714096
TPCIL-style,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.43174603174603177,0.5452380952380952,0.20476190476190476,0.5452380952380952,0.023809523809523836,0.42523055527629977
DOI-style,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.4,0.4857142857142857,0.22857142857142856,0.4857142857142857,0.08333333333333331,0.399898922904477
Ft-CNN,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.24166666666666667,0.2619047619047619,0.18095238095238095,0.39285714285714285,0.13333333333333336,0.18127271919926685
LwF,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.2523809523809524,0.2698412698412698,0.2,0.36666666666666664,0.15952380952380957,0.2008385127674055
iCaRL,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.36428571428571427,0.4,0.2571428571428571,0.5190476190476191,0.04999999999999993,0.34858838827864924
EEIL,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.24285714285714285,0.26666666666666666,0.17142857142857143,0.36666666666666664,0.15952380952380957,0.20638556240482525
TPCIL-style,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.375,0.4111111111111111,0.26666666666666666,0.5404761904761904,0.02857142857142858,0.3566307314300209
DOI-style,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.3523809523809524,0.40793650793650793,0.18571428571428572,0.5071428571428571,0.06190476190476191,0.34092085249561715
Ft-CNN,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.18476190476190477,0.1630952380952381,0.2714285714285714,0.3261904761904762,0.2,0.11951966162708097
LwF,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.19047619047619047,0.1761904761904762,0.24761904761904763,0.3333333333333333,0.1928571428571429,0.12967231785820232
iCaRL,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.29714285714285715,0.3238095238095238,0.19047619047619047,0.4452380952380952,0.12380952380952381,0.2821227791633214
EEIL,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.24,0.23095238095238096,0.2761904761904762,0.42857142857142855,0.09761904761904766,0.18125272275163565
TPCIL-style,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.27904761904761904,0.29523809523809524,0.21428571428571427,0.4261904761904762,0.14285714285714285,0.26354502526019696
DOI-style,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.2876190476190476,0.3142857142857143,0.18095238095238095,0.44047619047619047,0.12857142857142856,0.2738731204364436
