dim1,dim2,true_label,operational_label
-2.246450996398925781e+01,1.562943840026855469e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.521532440185546875e+01,1.566724395751953125e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.894494438171386719e+01,1.587873268127441406e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.863495254516601562e+01,1.596351242065429688e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.533378410339355469e+01,1.567824554443359375e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.903993988037109375e+01,1.598135089874267578e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.323732376098632812e+01,1.549923419952392578e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.910710906982421875e+01,1.609818649291992188e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.407422256469726562e+01,1.556171989440917969e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.518235778808593750e+01,1.567467880249023438e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.239025688171386719e+01,1.533974552154541016e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.484963989257812500e+01,1.563963031768798828e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.248552894592285156e+01,1.558986854553222656e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.231020355224609375e+01,1.539992046356201172e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.871640586853027344e+01,1.621910285949707031e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.757672882080078125e+01,1.581967353820800781e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.837930870056152344e+01,1.591761398315429688e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.849649429321289062e+01,1.593009567260742188e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.908466911315917969e+01,1.606844329833984375e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.246457290649414062e+01,1.561656951904296875e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.810932350158691406e+01,1.589225959777832031e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.254379844665527344e+01,1.532409286499023438e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.802657890319824219e+01,1.587158584594726562e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.253831863403320312e+01,1.529620361328125000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.223013687133789062e+01,1.540167617797851562e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.910101890563964844e+01,1.600971221923828125e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.541984939575195312e+01,1.568679141998291016e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.286013793945312500e+01,1.545282554626464844e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.784193801879882812e+01,1.583674716949462891e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.563184928894042969e+01,1.567874908447265625e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.887247467041015625e+01,1.587497711181640625e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.295378112792968750e+01,1.547010326385498047e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.909589385986328125e+01,1.615167999267578125e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.316839027404785156e+01,1.549381065368652344e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.210371780395507812e+01,1.554525756835937500e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.355125904083251953e+01,-2.600467681884765625e+01,1.000000000000000000e+00,1.000000000000000000e+00
-1.307975387573242188e+01,-2.648890113830566406e+01,1.000000000000000000e+00,1.000000000000000000e+00
-1.216203117370605469e+01,-3.115885543823242188e+01,1.000000000000000000e+00,1.000000000000000000e+00
-1.191041755676269531e+01,-2.858738517761230469e+01,1.000000000000000000e+00,1.000000000000000000e+00
-1.229144763946533203e+01,-2.753057479858398438e+01,1.000000000000000000e+00,1.000000000000000000e+00
