dim1,dim2,operational_label,is_current_round
-3.881164312362670898e+00,-1.443188381195068359e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.925219535827636719e+00,-1.423588275909423828e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.077280044555664062e+00,-1.382957077026367188e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.070740222930908203e+00,-1.375347328186035156e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.927233695983886719e+00,-1.425298976898193359e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.112654685974121094e+00,-1.376095485687255859e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.948866128921508789e+00,-1.434006595611572266e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.079745292663574219e+00,-1.375071239471435547e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.917497634887695312e+00,-1.429693698883056641e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.911050558090209961e+00,-1.423450183868408203e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.834784030914306641e+00,-1.435812282562255859e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.906726121902465820e+00,-1.429147338867187500e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.879565715789794922e+00,-1.441075515747070312e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.915969133377075195e+00,-1.443797683715820312e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.112809181213378906e+00,-1.372606372833251953e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.981331110000610352e+00,-1.405950450897216797e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.078694343566894531e+00,-1.383116626739501953e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.052202224731445312e+00,-1.387840747833251953e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.091282844543457031e+00,-1.378182792663574219e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.881140947341918945e+00,-1.443011856079101562e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.056624412536621094e+00,-1.392423152923583984e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.876223087310791016e+00,-1.438911724090576172e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.029326915740966797e+00,-1.398937702178955078e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.892961740493774414e+00,-1.443195343017578125e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.887604713439941406e+00,-1.441499137878417969e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.149518489837646484e+00,-1.378773975372314453e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.001173019409179688e+00,-1.417953968048095703e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.826926946640014648e+00,-1.440170764923095703e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.057797908782958984e+00,-1.402497386932373047e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.986456871032714844e+00,-1.413866615295410156e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.089785575866699219e+00,-1.379706287384033203e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.834886789321899414e+00,-1.432341194152832031e+01,0.000000000000000000e+00,0.000000000000000000e+00
-4.045256137847900391e+00,-1.374497795104980469e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.856273412704467773e+00,-1.433445072174072266e+01,0.000000000000000000e+00,0.000000000000000000e+00
-3.894150972366333008e+00,-1.440147113800048828e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.568469762802124023e+00,5.253942489624023438e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.690123558044433594e+00,5.281175136566162109e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.971778392791748047e+00,5.364403724670410156e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.134205102920532227e+00,5.245117664337158203e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.758275032043457031e+00,5.411701679229736328e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.609458446502685547e+00,5.308000564575195312e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.190588474273681641e+00,5.348804950714111328e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.091023206710815430e+00,5.281601905822753906e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.734314203262329102e+00,5.331912040710449219e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.163270950317382812e+00,5.381998062133789062e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.173491954803466797e+00,5.206250667572021484e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.052401065826416016e+00,5.338327884674072266e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.930419921875000000e+00,5.499602794647216797e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.463984251022338867e+00,5.211313724517822266e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.830096721649169922e+00,5.408349990844726562e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.159397363662719727e+00,5.258864402770996094e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.519337892532348633e+00,5.254524230957031250e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.118796348571777344e+00,5.266859054565429688e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.698035955429077148e+00,5.371085166931152344e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.455253601074218750e+00,5.211040496826171875e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.996930360794067383e+00,5.422214984893798828e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.164020538330078125e+00,5.324376106262207031e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.005771636962890625e+00,5.426827430725097656e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.056157112121582031e+00,5.218339920043945312e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.136007547378540039e+00,5.422405719757080078e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.805339336395263672e+00,5.383086681365966797e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.088652610778808594e+00,5.425569057464599609e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.182214021682739258e+00,5.292176723480224609e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.660937309265136719e+00,5.325376987457275391e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.479371309280395508e+00,5.194963455200195312e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.162490367889404297e+00,5.348481655120849609e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.383492708206176758e+00,5.158549308776855469e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.459202766418457031e+00,5.204911708831787109e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.236895561218261719e+00,5.296237945556640625e+00,1.000000000000000000e+00,0.000000000000000000e+00
