Method,Stage,Eval Day,Eval Split,Seen Classes,True New Classes,Discovered Clusters,Enrolled Clusters,Eval Samples,Overall Acc,Old Acc,New Acc,Initial Known Acc,Forgetting Rate,Macro F1
Ft-CNN,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.45714285714285713,0.45714285714285713,,0.45714285714285713,0.0,0.39438000773992143
LwF,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.45714285714285713,0.45714285714285713,,0.45714285714285713,0.0,0.39438000773992143
EEIL,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.45714285714285713,0.45714285714285713,,0.45714285714285713,0.0,0.39438000773992143
iCaRL,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5642857142857143,0.5642857142857143,,0.5642857142857143,0.0,0.5513738398203716
TPCIL-style,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5738095238095238,0.5738095238095238,,0.5738095238095238,0.0,0.5624528860858694
DOI-style,Initial,Day 1,day1_eval_initial_30pct,10,-,-,-,420,0.5642857142857143,0.5642857142857143,,0.5642857142857143,0.0,0.5513738398203716
Ft-CNN,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.3476190476190476,0.4023809523809524,0.23809523809523808,0.4023809523809524,0.054761904761904734,0.2621025738379799
LwF,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.353968253968254,0.5142857142857142,0.03333333333333333,0.5142857142857142,-0.057142857142857106,0.2631775430480234
iCaRL,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.42063492063492064,0.5,0.2619047619047619,0.5,0.06428571428571428,0.4191149832933386
EEIL,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.2841269841269841,0.319047619047619,0.21428571428571427,0.319047619047619,0.1380952380952381,0.23417808969242912
TPCIL-style,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.4396825396825397,0.55,0.21904761904761905,0.55,0.023809523809523725,0.4343068352940893
DOI-style,After R1,Day 2,eval_r1_30pct_15_seen,15,5,5,5,630,0.3952380952380952,0.4857142857142857,0.21428571428571427,0.4857142857142857,0.07857142857142857,0.3928002469502336
Ft-CNN,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.25952380952380955,0.2873015873015873,0.1761904761904762,0.42857142857142855,0.02857142857142858,0.20159335516126342
LwF,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.2869047619047619,0.2857142857142857,0.2904761904761905,0.42857142857142855,0.02857142857142858,0.22593610483723361
iCaRL,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.36428571428571427,0.40476190476190477,0.24285714285714285,0.5238095238095238,0.04047619047619044,0.3509337152381997
EEIL,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.28809523809523807,0.2650793650793651,0.35714285714285715,0.39285714285714285,0.06428571428571428,0.2354719359651
TPCIL-style,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.3773809523809524,0.4174603174603175,0.2571428571428571,0.5452380952380952,0.02857142857142858,0.3598093389504757
DOI-style,After R2,Day 3,eval_r2_30pct_20_seen,20,5,5,5,840,0.3535714285714286,0.4095238095238095,0.18571428571428572,0.5095238095238095,0.05476190476190479,0.34280932346969867
Ft-CNN,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.19238095238095237,0.16785714285714284,0.2904761904761905,0.3333333333333333,0.12380952380952381,0.1356237091798876
LwF,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.18476190476190477,0.15,0.3238095238095238,0.3,0.15714285714285714,0.12381177775991464
iCaRL,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.29714285714285715,0.3261904761904762,0.18095238095238095,0.44761904761904764,0.11666666666666664,0.2797063930317737
EEIL,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.23142857142857143,0.22380952380952382,0.2619047619047619,0.4095238095238095,0.047619047619047616,0.18278400885064894
TPCIL-style,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.28,0.3011904761904762,0.19523809523809524,0.42857142857142855,0.14523809523809522,0.2616965665174284
DOI-style,After R3,Day 4,eval_r3_30pct_25_seen,25,5,5,5,1050,0.29523809523809524,0.3238095238095238,0.18095238095238095,0.4452380952380952,0.11904761904761907,0.28126290299079704
