Method,Stage,Eval Day,Eval Split,Seen Classes,True New Classes,Discovered Clusters,Enrolled Clusters,Eval Samples,Overall Acc,Old Acc,New Acc,Initial Known Acc,Forgetting Rate,Macro F1
Deep-HDBSCAN + Ft-CNN,Initial,2021_03_01,day1_eval_initial_30pct,10,-,-,-,900,0.9966666666666667,0.9966666666666667,,0.9966666666666667,0.0,0.9966666323720554
Deep-HDBSCAN + LwF,Initial,2021_03_01,day1_eval_initial_30pct,10,-,-,-,900,0.9966666666666667,0.9966666666666667,,0.9966666666666667,0.0,0.9966666323720554
Deep-HDBSCAN + EEIL,Initial,2021_03_01,day1_eval_initial_30pct,10,-,-,-,900,0.9966666666666667,0.9966666666666667,,0.9966666666666667,0.0,0.9966666323720554
Deep-HDBSCAN + iCaRL,Initial,2021_03_01,day1_eval_initial_30pct,10,-,-,-,900,0.9966666666666667,0.9966666666666667,,0.9966666666666667,0.0,0.9966726693542336
Deep-HDBSCAN + TPCIL-style,Initial,2021_03_01,day1_eval_initial_30pct,10,-,-,-,900,0.9966666666666667,0.9966666666666667,,0.9966666666666667,0.0,0.9966726693542336
Deep-HDBSCAN + DOI-style,Initial,2021_03_01,day1_eval_initial_30pct,10,-,-,-,900,0.9966666666666667,0.9966666666666667,,0.9966666666666667,0.0,0.9966726693542336
Deep-HDBSCAN + Ft-CNN,After R1,2021_03_08,eval_r1_30pct_20_seen,20,10,11,11,1800,0.48333333333333334,0.32666666666666666,0.64,0.32666666666666666,0.67,0.3993955782029556
Deep-HDBSCAN + LwF,After R1,2021_03_08,eval_r1_30pct_20_seen,20,10,11,11,1800,0.5411111111111111,0.34444444444444444,0.7377777777777778,0.34444444444444444,0.6522222222222223,0.4497115699797794
Deep-HDBSCAN + iCaRL,After R1,2021_03_08,eval_r1_30pct_20_seen,20,10,11,11,1800,0.8316666666666667,0.8888888888888888,0.7744444444444445,0.8888888888888888,0.10777777777777786,0.7995625441364027
Deep-HDBSCAN + EEIL,After R1,2021_03_08,eval_r1_30pct_20_seen,20,10,11,11,1800,0.5222222222222223,0.3811111111111111,0.6633333333333333,0.3811111111111111,0.6155555555555556,0.43899095750013206
Deep-HDBSCAN + TPCIL-style,After R1,2021_03_08,eval_r1_30pct_20_seen,20,10,11,11,1800,0.8255555555555556,0.8922222222222222,0.7588888888888888,0.8922222222222222,0.10444444444444445,0.7926799488328815
Deep-HDBSCAN + DOI-style,After R1,2021_03_08,eval_r1_30pct_20_seen,20,10,11,11,1800,0.8311111111111111,0.8888888888888888,0.7733333333333333,0.8888888888888888,0.10777777777777786,0.7989540653475266
Deep-HDBSCAN + Ft-CNN,After R2,2021_03_15,eval_r2_30pct_30_seen,30,10,10,10,2700,0.2974074074074074,0.11833333333333333,0.6555555555555556,0.19666666666666666,0.8,0.1943254786249374
Deep-HDBSCAN + LwF,After R2,2021_03_15,eval_r2_30pct_30_seen,30,10,10,10,2700,0.3362962962962963,0.2288888888888889,0.5511111111111111,0.39555555555555555,0.6011111111111112,0.2540332164794197
Deep-HDBSCAN + iCaRL,After R2,2021_03_15,eval_r2_30pct_30_seen,30,10,10,10,2700,0.7077777777777777,0.6855555555555556,0.7522222222222222,0.8244444444444444,0.17222222222222228,0.6797553671511477
Deep-HDBSCAN + EEIL,After R2,2021_03_15,eval_r2_30pct_30_seen,30,10,10,10,2700,0.4614814814814815,0.30666666666666664,0.7711111111111111,0.4988888888888889,0.4977777777777778,0.36404025173391646
Deep-HDBSCAN + TPCIL-style,After R2,2021_03_15,eval_r2_30pct_30_seen,30,10,10,10,2700,0.7103703703703703,0.6916666666666667,0.7477777777777778,0.8388888888888889,0.1577777777777778,0.6833838699345037
Deep-HDBSCAN + DOI-style,After R2,2021_03_15,eval_r2_30pct_30_seen,30,10,10,10,2700,0.7062962962962963,0.6838888888888889,0.7511111111111111,0.8244444444444444,0.17222222222222228,0.6789498828038809
Deep-HDBSCAN + Ft-CNN,After R3,2021_03_23,eval_r3_30pct_40_seen,40,10,13,13,3600,0.25,0.10185185185185185,0.6944444444444444,0.04888888888888889,0.9477777777777778,0.15381678308168628
Deep-HDBSCAN + LwF,After R3,2021_03_23,eval_r3_30pct_40_seen,40,10,13,13,3600,0.23416666666666666,0.08,0.6966666666666667,0.008888888888888889,0.9877777777777779,0.13659861241667046
Deep-HDBSCAN + iCaRL,After R3,2021_03_23,eval_r3_30pct_40_seen,40,10,13,13,3600,0.5713888888888888,0.5262962962962963,0.7066666666666667,0.8177777777777778,0.17888888888888888,0.5343368074998722
Deep-HDBSCAN + EEIL,After R3,2021_03_23,eval_r3_30pct_40_seen,40,10,13,13,3600,0.39222222222222225,0.26,0.7888888888888889,0.31777777777777777,0.6788888888888889,0.2864552206793183
Deep-HDBSCAN + TPCIL-style,After R3,2021_03_23,eval_r3_30pct_40_seen,40,10,13,13,3600,0.5655555555555556,0.5192592592592593,0.7044444444444444,0.8211111111111111,0.17555555555555558,0.5251566486949194
Deep-HDBSCAN + DOI-style,After R3,2021_03_23,eval_r3_30pct_40_seen,40,10,13,13,3600,0.5755555555555556,0.5285185185185185,0.7166666666666667,0.8211111111111111,0.17555555555555558,0.5373213513075162
