Method,Stage,Eval Day,Eval Split,Seen Classes,True New Classes,Discovered Clusters,Enrolled Clusters,Eval Samples,Overall Acc,Old Acc,New Acc,Initial Known Acc,Forgetting Rate,Macro F1
Ft-CNN,Initial,2021_03_01,day1_eval_initial_30pct,10,-,-,-,900,0.9966666666666667,0.9966666666666667,,0.9966666666666667,0.0,0.9966727368128646
LwF,Initial,2021_03_01,day1_eval_initial_30pct,10,-,-,-,900,0.9966666666666667,0.9966666666666667,,0.9966666666666667,0.0,0.9966727368128646
EEIL,Initial,2021_03_01,day1_eval_initial_30pct,10,-,-,-,900,0.9966666666666667,0.9966666666666667,,0.9966666666666667,0.0,0.9966727368128646
iCaRL,Initial,2021_03_01,day1_eval_initial_30pct,10,-,-,-,900,0.9966666666666667,0.9966666666666667,,0.9966666666666667,0.0,0.9966727368128646
TPCIL-style,Initial,2021_03_01,day1_eval_initial_30pct,10,-,-,-,900,0.9966666666666667,0.9966666666666667,,0.9966666666666667,0.0,0.9966727368128646
DOI-style,Initial,2021_03_01,day1_eval_initial_30pct,10,-,-,-,900,0.9966666666666667,0.9966666666666667,,0.9966666666666667,0.0,0.9966727368128646
Ft-CNN,After R1,2021_03_08,eval_r1_30pct_20_seen,20,10,10,10,1800,0.5844444444444444,0.29888888888888887,0.87,0.29888888888888887,0.6977777777777778,0.5060999316544564
LwF,After R1,2021_03_08,eval_r1_30pct_20_seen,20,10,10,10,1800,0.6244444444444445,0.3211111111111111,0.9277777777777778,0.3211111111111111,0.6755555555555556,0.538447743830415
iCaRL,After R1,2021_03_08,eval_r1_30pct_20_seen,20,10,10,10,1800,0.875,0.8577777777777778,0.8922222222222222,0.8577777777777778,0.13888888888888895,0.8611475221385462
EEIL,After R1,2021_03_08,eval_r1_30pct_20_seen,20,10,10,10,1800,0.69,0.4411111111111111,0.9388888888888889,0.4411111111111111,0.5555555555555556,0.608051492325341
TPCIL-style,After R1,2021_03_08,eval_r1_30pct_20_seen,20,10,10,10,1800,0.8766666666666667,0.8577777777777778,0.8955555555555555,0.8577777777777778,0.13888888888888895,0.8631005510239612
DOI-style,After R1,2021_03_08,eval_r1_30pct_20_seen,20,10,10,10,1800,0.8794444444444445,0.8588888888888889,0.9,0.8588888888888889,0.13777777777777778,0.8649829754468417
Ft-CNN,After R2,2021_03_15,eval_r2_30pct_30_seen,30,10,11,11,2700,0.38555555555555554,0.1272222222222222,0.9022222222222223,0.15333333333333332,0.8433333333333334,0.271957670366958
LwF,After R2,2021_03_15,eval_r2_30pct_30_seen,30,10,11,11,2700,0.4525925925925926,0.23722222222222222,0.8833333333333333,0.33111111111111113,0.6655555555555556,0.3928257186411897
iCaRL,After R2,2021_03_15,eval_r2_30pct_30_seen,30,10,11,11,2700,0.7903703703703704,0.76,0.8511111111111112,0.7655555555555555,0.23111111111111116,0.7738270664352161
EEIL,After R2,2021_03_15,eval_r2_30pct_30_seen,30,10,11,11,2700,0.5033333333333333,0.3327777777777778,0.8444444444444444,0.4166666666666667,0.5800000000000001,0.42305247304695126
TPCIL-style,After R2,2021_03_15,eval_r2_30pct_30_seen,30,10,11,11,2700,0.7837037037037037,0.7516666666666667,0.8477777777777777,0.7488888888888889,0.24777777777777776,0.7671908037759502
DOI-style,After R2,2021_03_15,eval_r2_30pct_30_seen,30,10,11,11,2700,0.792962962962963,0.7638888888888888,0.8511111111111112,0.7644444444444445,0.23222222222222222,0.7753587737015353
Ft-CNN,After R3,2021_03_23,eval_r3_30pct_40_seen,40,10,11,11,3600,0.3038888888888889,0.1025925925925926,0.9077777777777778,0.08444444444444445,0.9122222222222223,0.19768484201225195
LwF,After R3,2021_03_23,eval_r3_30pct_40_seen,40,10,11,11,3600,0.2986111111111111,0.09851851851851852,0.8988888888888888,0.09,0.9066666666666667,0.19719169788951385
iCaRL,After R3,2021_03_23,eval_r3_30pct_40_seen,40,10,11,11,3600,0.6330555555555556,0.5474074074074075,0.89,0.7344444444444445,0.26222222222222225,0.6053826226714932
EEIL,After R3,2021_03_23,eval_r3_30pct_40_seen,40,10,11,11,3600,0.36027777777777775,0.1937037037037037,0.86,0.17777777777777778,0.8188888888888889,0.2693417386659743
TPCIL-style,After R3,2021_03_23,eval_r3_30pct_40_seen,40,10,11,11,3600,0.6280555555555556,0.5418518518518518,0.8866666666666667,0.74,0.2566666666666667,0.6008209860847644
DOI-style,After R3,2021_03_23,eval_r3_30pct_40_seen,40,10,11,11,3600,0.6372222222222222,0.55,0.8988888888888888,0.73,0.2666666666666667,0.6095564429302256
